Temperature (C),Date,most_freq_summary
11.45555556,9.10.2007,Partly Cloudy
10.12222222,10.10.2007,Overcast
12.07777778,11.10.2007,Overcast
11.31666667,12.10.2007,Overcast
3.561111111,13.10.2007,Partly Cloudy
0.222222222,14.10.2007,Clear
-0.438888889,15.10.2007,Clear
0.8,16.10.2007,Clear
2.327777778,17.10.2007,Clear
9.505555556,18.10.2007,Mostly Cloudy
4.033333333,19.10.2007,Partly Cloudy
11.86111111,2.10.2007,Mostly Cloudy
2.627777778,20.10.2007,Partly Cloudy
5.1,21.10.2007,Overcast
8.344444444,22.10.2007,Overcast
6.083333333,23.10.2007,Overcast
6.422222222,24.10.2007,Overcast
6.177777778,25.10.2007,Mostly Cloudy
7.994444444,26.10.2007,Mostly Cloudy
6.761111111,27.10.2007,Mostly Cloudy
9.777777778,28.10.2007,Foggy
9.633333333,29.10.2007,Overcast
11.56111111,3.10.2007,Partly Cloudy
9.466666667,30.10.2007,Mostly Cloudy
11.88333333,4.10.2007,Overcast
15.19444444,5.10.2007,Partly Cloudy
11.5,6.10.2007,Mostly Cloudy
7.894444444,7.10.2007,Partly Cloudy
5.416666667,8.10.2007,Partly Cloudy
13.88333333,1.9.2007,Partly Cloudy
12.11666667,9.9.2007,Partly Cloudy
12.95555556,10.9.2007,Mostly Cloudy
10.62777778,11.9.2007,Overcast
10.93333333,12.9.2007,Partly Cloudy
10.7,13.9.2007,Partly Cloudy
10.85,14.9.2007,Partly Cloudy
12.07777778,15.9.2007,Clear
12.48888889,16.9.2007,Partly Cloudy
16.69444444,17.9.2007,Partly Cloudy
13.87222222,18.9.2007,Partly Cloudy
7.8,19.9.2007,Partly Cloudy
12.03888889,2.9.2007,Partly Cloudy
4.966666667,20.9.2007,Partly Cloudy
5.688888889,21.9.2007,Clear
6.538888889,22.9.2007,Partly Cloudy
7.088888889,23.9.2007,Partly Cloudy
7.888888889,24.9.2007,Partly Cloudy
8.961111111,25.9.2007,Partly Cloudy
13.17777778,26.9.2007,Overcast
14.21111111,27.9.2007,Mostly Cloudy
11.2,28.9.2007,Mostly Cloudy
9.65,29.9.2007,Partly Cloudy
13.32222222,3.9.2007,Partly Cloudy
10.98888889,4.9.2007,Overcast
8.638888889,5.9.2007,Overcast
6.588888889,6.9.2007,Mostly Cloudy
10.06666667,7.9.2007,Partly Cloudy
12.92222222,8.9.2007,Mostly Cloudy
6.383333333,31.3.2008,Clear
5.827777778,1.4.2008,Mostly Cloudy
12.23888889,9.4.2008,Mostly Cloudy
12.71666667,10.4.2008,Mostly Cloudy
13.56111111,11.4.2008,Mostly Cloudy
9.122222222,12.4.2008,Overcast
6.888888889,13.4.2008,Partly Cloudy
7.116666667,14.4.2008,Partly Cloudy
8.516666667,15.4.2008,Overcast
7.438888889,16.4.2008,Partly Cloudy
8.055555556,17.4.2008,Partly Cloudy
9.911111111,18.4.2008,Mostly Cloudy
10.61666667,19.4.2008,Partly Cloudy
4.538888889,2.4.2008,Partly Cloudy
10.86666667,20.4.2008,Partly Cloudy
11.78888889,21.4.2008,Mostly Cloudy
10.87777778,22.4.2008,Partly Cloudy
8.833333333,23.4.2008,Overcast
6.4,24.4.2008,Partly Cloudy
6.7,25.4.2008,Partly Cloudy
6.016666667,26.4.2008,Partly Cloudy
7.122222222,27.4.2008,Partly Cloudy
5.7,28.4.2008,Partly Cloudy
10.98888889,29.4.2008,Partly Cloudy
7.072222222,3.4.2008,Partly Cloudy
12.57222222,30.4.2008,Mostly Cloudy
7.638888889,4.4.2008,Overcast
6.894444444,5.4.2008,Overcast
4.85,6.4.2008,Partly Cloudy
4.655555556,7.4.2008,Partly Cloudy
9.355555556,8.4.2008,Overcast
20.92777778,31.7.2008,Partly Cloudy
20.72777778,1.8.2008,Partly Cloudy
15.11666667,9.8.2008,Partly Cloudy
11.93888889,10.8.2008,Partly Cloudy
15.53333333,11.8.2008,Partly Cloudy
19.96666667,12.8.2008,Partly Cloudy
22.76666667,13.8.2008,Partly Cloudy
23.12222222,14.8.2008,Partly Cloudy
27.86111111,15.8.2008,Partly Cloudy
17.18333333,16.8.2008,Partly Cloudy
13.19444444,17.8.2008,Mostly Cloudy
13.05,18.8.2008,Partly Cloudy
18.16666667,19.8.2008,Clear
21.92777778,2.8.2008,Partly Cloudy
18.77777778,20.8.2008,Clear
21.69444444,21.8.2008,Clear
21.45555556,22.8.2008,Clear
16.31666667,23.8.2008,Mostly Cloudy
13.3,24.8.2008,Mostly Cloudy
14.02777778,25.8.2008,Mostly Cloudy
13.81666667,26.8.2008,Partly Cloudy
15.23333333,27.8.2008,Partly Cloudy
18.97222222,28.8.2008,Mostly Cloudy
18.90555556,29.8.2008,Mostly Cloudy
19.16111111,3.8.2008,Partly Cloudy
13.63888889,30.8.2008,Partly Cloudy
13.81666667,31.8.2008,Clear
20.42222222,4.8.2008,Clear
17.03888889,5.8.2008,Mostly Cloudy
14.62222222,6.8.2008,Partly Cloudy
15.70555556,7.8.2008,Partly Cloudy
17.72222222,8.8.2008,Partly Cloudy
5.994444444,30.11.2008,Mostly Cloudy
4.5,1.12.2008,Mostly Cloudy
-0.555555556,9.12.2008,Partly Cloudy
2.533333333,10.12.2008,Mostly Cloudy
3.7,11.12.2008,Mostly Cloudy
3.961111111,12.12.2008,Mostly Cloudy
4.955555556,13.12.2008,Overcast
3.544444444,14.12.2008,Mostly Cloudy
5.6,15.12.2008,Mostly Cloudy
6.066666667,16.12.2008,Mostly Cloudy
6.438888889,17.12.2008,Overcast
5.866666667,18.12.2008,Overcast
3.294444444,19.12.2008,Overcast
6.333333333,2.12.2008,Mostly Cloudy
3.372222222,20.12.2008,Overcast
1.038888889,21.12.2008,Partly Cloudy
4.844444444,22.12.2008,Mostly Cloudy
1.988888889,23.12.2008,Partly Cloudy
0.122222222,24.12.2008,Partly Cloudy
-3.944444444,25.12.2008,Clear
-7.627777778,26.12.2008,Partly Cloudy
-5.227777778,27.12.2008,Foggy
-6.066666667,28.12.2008,Foggy
-5.088888889,29.12.2008,Overcast
5.644444444,3.12.2008,Overcast
-5.994444444,30.12.2008,Overcast
-7.188888889,31.12.2008,Foggy
6.744444444,4.12.2008,Foggy
11.30555556,5.12.2008,Mostly Cloudy
6.511111111,6.12.2008,Mostly Cloudy
3.183333333,7.12.2008,Mostly Cloudy
-0.3,8.12.2008,Partly Cloudy
0.65,31.1.2008,Mostly Cloudy
-0.85,1.2.2008,Mostly Cloudy
-2.066666667,9.2.2008,Partly Cloudy
0.111111111,10.2.2008,Mostly Cloudy
-2.916666667,11.2.2008,Mostly Cloudy
-4.1,12.2.2008,Partly Cloudy
-4.727777778,13.2.2008,Clear
0.322222222,14.2.2008,Mostly Cloudy
-5.377777778,15.2.2008,Mostly Cloudy
-6.827777778,16.2.2008,Partly Cloudy
-5.405555556,17.2.2008,Clear
0.666666667,18.2.2008,Mostly Cloudy
-0.85,19.2.2008,Mostly Cloudy
4.455555556,2.2.2008,Overcast
-1.138888889,20.2.2008,Clear
-0.055555556,21.2.2008,Partly Cloudy
1.772222222,22.2.2008,Mostly Cloudy
3.827777778,23.2.2008,Mostly Cloudy
5.177777778,24.2.2008,Partly Cloudy
5.316666667,25.2.2008,Clear
6.716666667,26.2.2008,Partly Cloudy
5.638888889,27.2.2008,Mostly Cloudy
2.877777778,28.2.2008,Partly Cloudy
7.694444444,29.2.2008,Overcast
3.044444444,3.2.2008,Mostly Cloudy
4.433333333,4.2.2008,Mostly Cloudy
0.083333333,5.2.2008,Overcast
5.6,6.2.2008,Foggy
3.5,7.2.2008,Mostly Cloudy
3.072222222,8.2.2008,Mostly Cloudy
-5.544444444,1.1.2008,Foggy
-2.222222222,9.1.2008,Foggy
-2.211111111,10.1.2008,Foggy
1.4,11.1.2008,Mostly Cloudy
2.094444444,12.1.2008,Partly Cloudy
2.438888889,13.1.2008,Partly Cloudy
1.255555556,14.1.2008,Mostly Cloudy
0.561111111,15.1.2008,Foggy
2.305555556,16.1.2008,Mostly Cloudy
4.0,17.1.2008,Overcast
0.65,18.1.2008,Foggy
5.705555556,19.1.2008,Foggy
-4.261111111,2.1.2008,Foggy
4.75,20.1.2008,Mostly Cloudy
2.138888889,21.1.2008,Partly Cloudy
2.766666667,22.1.2008,Overcast
-2.677777778,23.1.2008,Partly Cloudy
-2.977777778,24.1.2008,Partly Cloudy
-3.088888889,25.1.2008,Mostly Cloudy
-0.233333333,26.1.2008,Partly Cloudy
5.061111111,27.1.2008,Breezy and Mostly Cloudy
-2.555555556,28.1.2008,Partly Cloudy
0.205555556,29.1.2008,Overcast
-4.933333333,3.1.2008,Overcast
1.655555556,30.1.2008,Overcast
-8.105555556,4.1.2008,Partly Cloudy
-4.016666667,5.1.2008,Overcast
-0.472222222,6.1.2008,Overcast
-0.45,7.1.2008,Foggy
-1.494444444,8.1.2008,Foggy
20.32222222,30.6.2008,Partly Cloudy
17.02777778,1.7.2008,Partly Cloudy
18.72222222,9.7.2008,Partly Cloudy
15.31666667,10.7.2008,Mostly Cloudy
17.85,11.7.2008,Partly Cloudy
19.27777778,12.7.2008,Partly Cloudy
21.48333333,13.7.2008,Partly Cloudy
18.16111111,14.7.2008,Mostly Cloudy
14.90555556,15.7.2008,Mostly Cloudy
17.83333333,16.7.2008,Mostly Cloudy
18.6,17.7.2008,Partly Cloudy
14.47222222,18.7.2008,Overcast
15.89444444,19.7.2008,Partly Cloudy
19.67777778,2.7.2008,Partly Cloudy
20.07222222,20.7.2008,Partly Cloudy
16.45,21.7.2008,Mostly Cloudy
13.75,22.7.2008,Overcast
14.38333333,23.7.2008,Overcast
14.50555556,24.7.2008,Mostly Cloudy
16.37222222,25.7.2008,Mostly Cloudy
18.07777778,26.7.2008,Partly Cloudy
19.35,27.7.2008,Partly Cloudy
16.26111111,28.7.2008,Clear
17.23888889,29.7.2008,Partly Cloudy
19.34444444,3.7.2008,Partly Cloudy
17.07777778,30.7.2008,Partly Cloudy
19.12222222,4.7.2008,Mostly Cloudy
14.56666667,5.7.2008,Partly Cloudy
18.10555556,6.7.2008,Partly Cloudy
19.66111111,7.7.2008,Partly Cloudy
14.7,8.7.2008,Partly Cloudy
19.77777778,31.5.2008,Partly Cloudy
15.14444444,1.6.2008,Mostly Cloudy
17.17777778,9.6.2008,Partly Cloudy
15.43888889,10.6.2008,Partly Cloudy
16.34444444,11.6.2008,Partly Cloudy
16.80555556,12.6.2008,Partly Cloudy
13.13333333,13.6.2008,Overcast
13.29444444,14.6.2008,Mostly Cloudy
12.38333333,15.6.2008,Mostly Cloudy
15.43888889,16.6.2008,Mostly Cloudy
17.18888889,17.6.2008,Mostly Cloudy
17.18888889,18.6.2008,Mostly Cloudy
15.67777778,19.6.2008,Partly Cloudy
18.18888889,2.6.2008,Partly Cloudy
16.41666667,20.6.2008,Partly Cloudy
17.55555556,21.6.2008,Partly Cloudy
19.89444444,22.6.2008,Clear
19.85555556,23.6.2008,Partly Cloudy
20.17777778,24.6.2008,Partly Cloudy
20.15555556,25.6.2008,Clear
20.77777778,26.6.2008,Partly Cloudy
22.20555556,27.6.2008,Mostly Cloudy
16.81111111,28.6.2008,Partly Cloudy
18.77222222,29.6.2008,Partly Cloudy
16.98333333,3.6.2008,Partly Cloudy
17.39444444,4.6.2008,Mostly Cloudy
16.69444444,5.6.2008,Overcast
14.97222222,6.6.2008,Overcast
16.13888889,7.6.2008,Mostly Cloudy
15.23888889,8.6.2008,Overcast
8.238888889,1.3.2008,Overcast
5.544444444,9.3.2008,Mostly Cloudy
5.066666667,10.3.2008,Partly Cloudy
7.55,11.3.2008,Mostly Cloudy
9.061111111,12.3.2008,Foggy
4.794444444,13.3.2008,Partly Cloudy
7.144444444,14.3.2008,Mostly Cloudy
4.988888889,15.3.2008,Partly Cloudy
9.627777778,16.3.2008,Mostly Cloudy
7.188888889,17.3.2008,Mostly Cloudy
0.322222222,18.3.2008,Overcast
-1.672222222,19.3.2008,Partly Cloudy
9.077777778,2.3.2008,Partly Cloudy
-1.722222222,20.3.2008,Mostly Cloudy
5.738888889,21.3.2008,Mostly Cloudy
4.944444444,22.3.2008,Overcast
6.361111111,23.3.2008,Overcast
2.994444444,24.3.2008,Mostly Cloudy
0.527777778,25.3.2008,Mostly Cloudy
0.05,26.3.2008,Partly Cloudy
6.638888889,27.3.2008,Overcast
5.427777778,28.3.2008,Mostly Cloudy
6.616666667,29.3.2008,Partly Cloudy
9.083333333,3.3.2008,Mostly Cloudy
3.594444444,30.3.2008,Partly Cloudy
5.35,4.3.2008,Overcast
3.055555556,5.3.2008,Overcast
2.838888889,6.3.2008,Mostly Cloudy
5.4,7.3.2008,Overcast
4.65,8.3.2008,Overcast
10.28333333,1.5.2008,Partly Cloudy
11.62222222,9.5.2008,Mostly Cloudy
7.388888889,10.5.2008,Partly Cloudy
7.372222222,11.5.2008,Partly Cloudy
8.233333333,12.5.2008,Partly Cloudy
10.55555556,13.5.2008,Partly Cloudy
12.04444444,14.5.2008,Partly Cloudy
12.90555556,15.5.2008,Partly Cloudy
14.35555556,16.5.2008,Mostly Cloudy
15.3,17.5.2008,Mostly Cloudy
15.38888889,18.5.2008,Mostly Cloudy
16.21666667,19.5.2008,Partly Cloudy
8.433333333,2.5.2008,Partly Cloudy
15.30555556,20.5.2008,Mostly Cloudy
14.3,21.5.2008,Partly Cloudy
11.38888889,22.5.2008,Overcast
11.38888889,23.5.2008,Partly Cloudy
13.69444444,24.5.2008,Partly Cloudy
15.93888889,25.5.2008,Partly Cloudy
17.27777778,26.5.2008,Mostly Cloudy
16.18333333,27.5.2008,Clear
16.94444444,28.5.2008,Clear
15.82777778,29.5.2008,Partly Cloudy
7.216666667,3.5.2008,Partly Cloudy
17.3,30.5.2008,Clear
8.777777778,4.5.2008,Mostly Cloudy
10.02222222,5.5.2008,Partly Cloudy
10.42777778,6.5.2008,Partly Cloudy
9.561111111,7.5.2008,Partly Cloudy
6.122222222,8.5.2008,Partly Cloudy
12.17777778,31.10.2008,Mostly Cloudy
12.4,1.11.2008,Mostly Cloudy
5.577777778,9.11.2008,Partly Cloudy
5.155555556,10.11.2008,Mostly Cloudy
2.772222222,11.11.2008,Partly Cloudy
6.538888889,12.11.2008,Mostly Cloudy
7.327777778,13.11.2008,Mostly Cloudy
1.783333333,14.11.2008,Mostly Cloudy
0.472222222,15.11.2008,Foggy
3.527777778,16.11.2008,Foggy
1.216666667,17.11.2008,Partly Cloudy
0.133333333,18.11.2008,Partly Cloudy
3.622222222,19.11.2008,Mostly Cloudy
9.183333333,2.11.2008,Mostly Cloudy
6.083333333,20.11.2008,Mostly Cloudy
5.483333333,21.11.2008,Overcast
0.111111111,22.11.2008,Mostly Cloudy
-2.377777778,23.11.2008,Partly Cloudy
2.488888889,24.11.2008,Mostly Cloudy
1.988888889,25.11.2008,Overcast
0.016666667,26.11.2008,Mostly Cloudy
-2.294444444,27.11.2008,Mostly Cloudy
2.238888889,28.11.2008,Mostly Cloudy
3.261111111,29.11.2008,Overcast
10.91666667,3.11.2008,Partly Cloudy
12.77777778,4.11.2008,Partly Cloudy
10.4,5.11.2008,Partly Cloudy
12.31111111,6.11.2008,Mostly Cloudy
11.53333333,7.11.2008,Mostly Cloudy
10.30555556,8.11.2008,Overcast
9.516666667,30.9.2008,Partly Cloudy
13.86111111,1.10.2008,Mostly Cloudy
11.50555556,9.10.2008,Mostly Cloudy
9.838888889,10.10.2008,Partly Cloudy
8.594444444,11.10.2008,Partly Cloudy
9.872222222,12.10.2008,Partly Cloudy
7.144444444,13.10.2008,Partly Cloudy
9.372222222,14.10.2008,Clear
13.26111111,15.10.2008,Partly Cloudy
16.09444444,16.10.2008,Mostly Cloudy
7.205555556,17.10.2008,Overcast
3.722222222,18.10.2008,Clear
5.327777778,19.10.2008,Partly Cloudy
15.63333333,2.10.2008,Mostly Cloudy
5.677777778,20.10.2008,Partly Cloudy
9.461111111,21.10.2008,Mostly Cloudy
8.222222222,22.10.2008,Partly Cloudy
8.65,23.10.2008,Mostly Cloudy
6.877777778,24.10.2008,Mostly Cloudy
8.261111111,25.10.2008,Mostly Cloudy
8.15,26.10.2008,Mostly Cloudy
6.977777778,27.10.2008,Mostly Cloudy
8.833333333,28.10.2008,Mostly Cloudy
13.5,29.10.2008,Mostly Cloudy
14.53888889,3.10.2008,Mostly Cloudy
9.377777778,30.10.2008,Breezy and Partly Cloudy
10.31666667,4.10.2008,Mostly Cloudy
4.711111111,5.10.2008,Overcast
9.005555556,6.10.2008,Clear
10.06111111,7.10.2008,Partly Cloudy
11.58333333,8.10.2008,Partly Cloudy
14.75,1.9.2008,Mostly Cloudy
13.81666667,9.9.2008,Clear
15.16666667,10.9.2008,Partly Cloudy
15.31666667,11.9.2008,Partly Cloudy
16.48333333,12.9.2008,Mostly Cloudy
10.70555556,13.9.2008,Overcast
9.45,14.9.2008,Overcast
8.655555556,15.9.2008,Overcast
9.455555556,16.9.2008,Overcast
8.983333333,17.9.2008,Overcast
9.272222222,18.9.2008,Overcast
8.116666667,19.9.2008,Mostly Cloudy
14.1,2.9.2008,Partly Cloudy
9.322222222,20.9.2008,Overcast
8.916666667,21.9.2008,Overcast
10.31111111,22.9.2008,Mostly Cloudy
10.93888889,23.9.2008,Mostly Cloudy
10.86666667,24.9.2008,Mostly Cloudy
10.57777778,25.9.2008,Mostly Cloudy
11.01111111,26.9.2008,Mostly Cloudy
9.594444444,27.9.2008,Mostly Cloudy
9.566666667,28.9.2008,Mostly Cloudy
7.222222222,29.9.2008,Partly Cloudy
18.32777778,3.9.2008,Clear
21.61111111,4.9.2008,Partly Cloudy
20.35555556,5.9.2008,Partly Cloudy
22.01111111,6.9.2008,Clear
25.12777778,7.9.2008,Clear
16.10555556,8.9.2008,Mostly Cloudy
11.66666667,31.3.2009,Overcast
9.65,1.4.2009,Partly Cloudy
10.55555556,9.4.2009,Partly Cloudy
10.57222222,10.4.2009,Partly Cloudy
13.03888889,11.4.2009,Partly Cloudy
9.494444444,12.4.2009,Clear
8.677777778,13.4.2009,Mostly Cloudy
7.694444444,14.4.2009,Mostly Cloudy
7.027777778,15.4.2009,Partly Cloudy
12.58888889,16.4.2009,Clear
8.366666667,17.4.2009,Mostly Cloudy
10.78333333,18.4.2009,Mostly Cloudy
15.27777778,19.4.2009,Mostly Cloudy
11.51111111,2.4.2009,Partly Cloudy
13.57777778,20.4.2009,Mostly Cloudy
11.54444444,21.4.2009,Mostly Cloudy
11.99444444,22.4.2009,Partly Cloudy
5.272222222,23.4.2009,Partly Cloudy
11.33888889,24.4.2009,Partly Cloudy
9.672222222,25.4.2009,Clear
7.533333333,26.4.2009,Partly Cloudy
9.811111111,27.4.2009,Breezy and Mostly Cloudy
12.81111111,28.4.2009,Breezy and Partly Cloudy
10.74444444,29.4.2009,Mostly Cloudy
8.85,3.4.2009,Partly Cloudy
10.62777778,30.4.2009,Partly Cloudy
8.816666667,4.4.2009,Partly Cloudy
9.183333333,5.4.2009,Partly Cloudy
8.816666667,6.4.2009,Partly Cloudy
9.822222222,7.4.2009,Partly Cloudy
7.322222222,8.4.2009,Partly Cloudy
21.11111111,31.7.2009,Partly Cloudy
22.9,1.8.2009,Partly Cloudy
20.55555556,9.8.2009,Partly Cloudy
19.32222222,10.8.2009,Mostly Cloudy
17.53333333,11.8.2009,Partly Cloudy
18.28333333,12.8.2009,Partly Cloudy
19.46111111,13.8.2009,Mostly Cloudy
18.17777778,14.8.2009,Mostly Cloudy
15.36111111,15.8.2009,Partly Cloudy
16.57777778,16.8.2009,Partly Cloudy
17.37777778,17.8.2009,Partly Cloudy
19.89444444,18.8.2009,Partly Cloudy
16.82222222,19.8.2009,Partly Cloudy
23.21111111,2.8.2009,Clear
15.4,20.8.2009,Clear
16.31666667,21.8.2009,Clear
20.93888889,22.8.2009,Partly Cloudy
15.01111111,23.8.2009,Mostly Cloudy
13.97777778,24.8.2009,Partly Cloudy
18.88888889,25.8.2009,Clear
18.68333333,26.8.2009,Partly Cloudy
20.98888889,27.8.2009,Partly Cloudy
21.51111111,28.8.2009,Partly Cloudy
17.04444444,29.8.2009,Partly Cloudy
24.81111111,3.8.2009,Clear
15.17222222,30.8.2009,Partly Cloudy
12.76111111,31.8.2009,Partly Cloudy
19.14444444,4.8.2009,Mostly Cloudy
18.45555556,5.8.2009,Partly Cloudy
17.98333333,6.8.2009,Mostly Cloudy
17.36111111,7.8.2009,Partly Cloudy
16.83888889,8.8.2009,Partly Cloudy
11.66666667,30.11.2009,Mostly Cloudy
8.75,1.12.2009,Mostly Cloudy
6.111111111,9.12.2009,Overcast
0.95,10.12.2009,Mostly Cloudy
3.872222222,11.12.2009,Foggy
0.116666667,12.12.2009,Overcast
-1.372222222,13.12.2009,Overcast
-2.155555556,14.12.2009,Overcast
-2.655555556,15.12.2009,Overcast
-2.777777778,16.12.2009,Foggy
-7.277777778,17.12.2009,Overcast
-6.161111111,18.12.2009,Overcast
-7.15,19.12.2009,Foggy
5.188888889,2.12.2009,Mostly Cloudy
-14.25555556,20.12.2009,Clear
-5.755555556,21.12.2009,Mostly Cloudy
1.811111111,22.12.2009,Overcast
4.272222222,23.12.2009,Mostly Cloudy
10.05555556,24.12.2009,Mostly Cloudy
7.305555556,25.12.2009,Mostly Cloudy
4.444444444,26.12.2009,Mostly Cloudy
2.466666667,27.12.2009,Overcast
-0.505555556,28.12.2009,Partly Cloudy
2.277777778,29.12.2009,Partly Cloudy
6.005555556,3.12.2009,Overcast
9.294444444,30.12.2009,Mostly Cloudy
9.061111111,31.12.2009,Mostly Cloudy
7.222222222,4.12.2009,Foggy
3.972222222,5.12.2009,Overcast
3.105555556,6.12.2009,Overcast
3.905555556,7.12.2009,Foggy
5.244444444,8.12.2009,Overcast
-0.555555556,31.1.2009,Mostly Cloudy
1.822222222,1.2.2009,Overcast
-0.555555556,9.2.2009,Overcast
3.772222222,10.2.2009,Overcast
1.527777778,11.2.2009,Overcast
-0.766666667,12.2.2009,Overcast
-1.077777778,13.2.2009,Overcast
-0.727777778,14.2.2009,Overcast
-2.9,15.2.2009,Foggy
-0.883333333,16.2.2009,Partly Cloudy
-0.555555556,17.2.2009,Overcast
-5.316666667,18.2.2009,Mostly Cloudy
-5.311111111,19.2.2009,Partly Cloudy
2.188888889,2.2.2009,Mostly Cloudy
-1.666666667,20.2.2009,Partly Cloudy
-3.944444444,21.2.2009,Overcast
-5.4,22.2.2009,Partly Cloudy
-2.638888889,23.2.2009,Mostly Cloudy
-0.694444444,24.2.2009,Mostly Cloudy
-2.5,25.2.2009,Mostly Cloudy
2.188888889,26.2.2009,Mostly Cloudy
-0.505555556,27.2.2009,Partly Cloudy
0.666666667,28.2.2009,Mostly Cloudy
5.016666667,3.2.2009,Overcast
4.6,4.2.2009,Mostly Cloudy
4.772222222,5.2.2009,Partly Cloudy
6.216666667,6.2.2009,Mostly Cloudy
7.972222222,7.2.2009,Mostly Cloudy
4.183333333,8.2.2009,Mostly Cloudy
-6.111111111,1.1.2009,Overcast
-12.22222222,9.1.2009,Foggy
-10.67777778,10.1.2009,Foggy
-6.055555556,11.1.2009,Foggy
-5.605555556,12.1.2009,Foggy
-5.172222222,13.1.2009,Foggy
-1.683333333,14.1.2009,Mostly Cloudy
-1.077777778,15.1.2009,Foggy
0.333333333,16.1.2009,Foggy
-2.344444444,17.1.2009,Overcast
2.866666667,18.1.2009,Foggy
3.611111111,19.1.2009,Mostly Cloudy
-5.333333333,2.1.2009,Mostly Cloudy
5.105555556,20.1.2009,Mostly Cloudy
7.744444444,21.1.2009,Overcast
3.988888889,22.1.2009,Overcast
3.35,23.1.2009,Foggy
-0.366666667,24.1.2009,Foggy
2.222222222,25.1.2009,Foggy
1.405555556,26.1.2009,Overcast
4.827777778,27.1.2009,Overcast
4.233333333,28.1.2009,Overcast
1.961111111,29.1.2009,Overcast
-10.07222222,3.1.2009,Mostly Cloudy
0.777777778,30.1.2009,Mostly Cloudy
-6.316666667,4.1.2009,Foggy
-8.005555556,5.1.2009,Mostly Cloudy
-7.777777778,6.1.2009,Foggy
-5.711111111,7.1.2009,Foggy
-11.04444444,8.1.2009,Clear
18.88888889,30.6.2009,Partly Cloudy
17.91666667,1.7.2009,Partly Cloudy
16.66666667,9.7.2009,Partly Cloudy
14.78888889,10.7.2009,Mostly Cloudy
14.89444444,11.7.2009,Mostly Cloudy
14.13333333,12.7.2009,Partly Cloudy
16.12777778,13.7.2009,Partly Cloudy
20.22777778,14.7.2009,Partly Cloudy
21.37222222,15.7.2009,Partly Cloudy
22.86666667,16.7.2009,Partly Cloudy
22.18888889,17.7.2009,Clear
15.79444444,18.7.2009,Clear
12.6,19.7.2009,Partly Cloudy
19.27222222,2.7.2009,Mostly Cloudy
16.52777778,20.7.2009,Partly Cloudy
17.74444444,21.7.2009,Partly Cloudy
20.97222222,22.7.2009,Partly Cloudy
22.4,23.7.2009,Clear
20.51666667,24.7.2009,Clear
17.32222222,25.7.2009,Partly Cloudy
13.88888889,26.7.2009,Clear
15.20555556,27.7.2009,Mostly Cloudy
16.12777778,28.7.2009,Partly Cloudy
17.96666667,29.7.2009,Partly Cloudy
18.61111111,3.7.2009,Mostly Cloudy
19.46111111,30.7.2009,Partly Cloudy
18.53888889,4.7.2009,Partly Cloudy
18.0,5.7.2009,Partly Cloudy
19.96666667,6.7.2009,Partly Cloudy
19.61666667,7.7.2009,Mostly Cloudy
14.35555556,8.7.2009,Partly Cloudy
8.333333333,31.5.2009,Partly Cloudy
14.01111111,1.6.2009,Partly Cloudy
18.88888889,9.6.2009,Partly Cloudy
17.32222222,10.6.2009,Partly Cloudy
13.98888889,11.6.2009,Mostly Cloudy
11.7,12.6.2009,Partly Cloudy
10.85,13.6.2009,Partly Cloudy
14.44444444,14.6.2009,Partly Cloudy
19.48333333,15.6.2009,Mostly Cloudy
17.93333333,16.6.2009,Partly Cloudy
12.78888889,17.6.2009,Mostly Cloudy
13.66111111,18.6.2009,Mostly Cloudy
18.87222222,19.6.2009,Partly Cloudy
12.11666667,2.6.2009,Partly Cloudy
15.39444444,20.6.2009,Partly Cloudy
13.47222222,21.6.2009,Overcast
13.36666667,22.6.2009,Overcast
13.53888889,23.6.2009,Mostly Cloudy
16.33888889,24.6.2009,Partly Cloudy
15.76111111,25.6.2009,Partly Cloudy
13.87222222,26.6.2009,Mostly Cloudy
17.4,27.6.2009,Mostly Cloudy
18.44444444,28.6.2009,Partly Cloudy
18.07222222,29.6.2009,Partly Cloudy
8.605555556,3.6.2009,Partly Cloudy
7.616666667,4.6.2009,Partly Cloudy
14.74444444,5.6.2009,Mostly Cloudy
16.09444444,6.6.2009,Mostly Cloudy
14.31666667,7.6.2009,Partly Cloudy
15.95555556,8.6.2009,Partly Cloudy
1.733333333,1.3.2009,Mostly Cloudy
5.0,9.3.2009,Mostly Cloudy
5.0,10.3.2009,Partly Cloudy
0.661111111,11.3.2009,Mostly Cloudy
3.038888889,12.3.2009,Mostly Cloudy
3.455555556,13.3.2009,Mostly Cloudy
0.483333333,14.3.2009,Partly Cloudy
5.972222222,15.3.2009,Overcast
3.888888889,16.3.2009,Mostly Cloudy
4.877777778,17.3.2009,Overcast
0.394444444,18.3.2009,Partly Cloudy
-2.711111111,19.3.2009,Partly Cloudy
5.244444444,2.3.2009,Mostly Cloudy
0.227777778,20.3.2009,Partly Cloudy
0.088888889,21.3.2009,Partly Cloudy
5.177777778,22.3.2009,Partly Cloudy
4.844444444,23.3.2009,Mostly Cloudy
1.938888889,24.3.2009,Overcast
-1.511111111,25.3.2009,Partly Cloudy
0.311111111,26.3.2009,Mostly Cloudy
4.083333333,27.3.2009,Partly Cloudy
11.16666667,28.3.2009,Mostly Cloudy
12.0,29.3.2009,Overcast
5.677777778,3.3.2009,Overcast
12.70555556,30.3.2009,Mostly Cloudy
