Company Name,Job Title,Salaries Reported,Location,Monthly Salary,Role_Manager,Role_Specialist
Amobee,Data Scientist,1,Pune,86415.33,0,1
Kotak Mahindra,Data Scientist,1,Pune,51936.5,0,1
GlobalLogic,Data Analyst,2,Hyderabad,73550.0,1,0
Blue Dart Express,Data Analyst,1,Mumbai,108080.58,0,1
Scienaptic Systems,Data Scientist,6,Bangalore,107629.08,0,1
JetSynthesys,Data Analyst,2,Pune,45061.42,0,1
Sahara India Pariwar,Machine Learning,1,Mumbai,83944.5,0,1
Cotiviti,Data Analyst,1,Pune,72772.75,0,1
Intel Corporation,Machine Learning,1,Bangalore,32548.0,0,1
LTI Senior,Data Engineer,4,Pune,174300.58,1,0
Batlivala & Karani Securities,Data Scientist,1,Bangalore,241282.2525,0,1
Kurrajong and District Hospital Society,Data Analyst,1,Pune,58856.92,0,1
T-Systems,Data Scientist,4,Pune,101325.5,0,1
,Machine Learning,1,Pune,206165.25,1,0
Magic Leap,Machine Learning,1,New Delhi,76357.08,0,1
S&P Global,Data Analyst,4,Hyderabad,54877.42,0,1
Silicon Valley Bank,Data Scientist,1,Bangalore,18837.25,0,1
Alliance Healthcare,Data Engineer,1,Hyderabad,25000.0,0,1
Ericsson-Worldwide,Data Scientist,4,New Delhi,181498.17,1,0
Perennial,Data Analyst,1,Pune,16123.0,0,1
Moonstone Infotech,Data Analyst,1,Hyderabad,165973.58,1,0
Innominds Software,Data Analyst,1,Hyderabad,45172.0,0,1
Coditation Systems,Data Scientist,2,Pune,46977.0,0,1
DigiQ Solutions,Machine Learning,1,Hyderabad,54399.5,0,1
Acalvio,Data Scientist,1,Bangalore,203561.33,0,1
DXC Technology,Data Analyst,7,Bangalore,47721.42,0,1
Google,Data Scientist,4,Hyderabad,93453.08,0,1
Other,Data Scientist,1,Bangalore,8921.17,0,1
MothersonSumi INfotech and Designs,Data Engineer,1,New Delhi,64586.17,0,1
Wunderman Thompson,Data Analyst,2,New Delhi,45929.0,0,1
4CRisk.ai,Data Engineer,1,Bangalore,58333.33,0,1
Enovate Skill,Data Engineer,1,Mumbai,8850.75,0,1
Anonymous Content,Data Engineer,1,New Delhi,109189.33,1,0
NTT DATA,Data Analyst,1,Hyderabad,113538.42,1,0
Trinity Mobility,Data Scientist,1,Bangalore,53061.83,0,1
Ameriprise,Data Engineer,4,New Delhi,67826.0,0,1
NCSA Next College Student Athlete,Data Engineer,1,Pune,241282.2525,0,1
Allianz,Data Analyst,1,Pune,30821.0,0,1
Wipro Digital,Data Engineer,1,New Delhi,71889.5,0,1
Virtusa,Data Analyst,2,Mumbai,21273.0,0,1
DONE by NONE,Data Analyst,1,Mumbai,16816.25,0,1
Infinite Computer Solutions,Data Scientist,1,Bangalore,139421.92,0,1
Numer8,Data Engineer,1,Mumbai,10749.0,0,1
Exadatum Big,Data Engineer,15,Pune,66426.0,0,1
Goldman Sachs,Data Scientist,1,Bangalore,122137.0,0,1
Fresherworld.com,Junior Data Scientist,1,Pune,51374.33,0,1
EY,Machine Learning,1,Bangalore,235272.33,0,1
ZS Associates,Data Analyst,2,Pune,161233.83,1,0
HCL Technologies,Data Engineer,2,Hyderabad,7966.08,0,1
Nailbiter,Data Analyst,1,Mumbai,80325.75,1,0
Tata Consultancy Services,Data Science,1,Pune,42634.42,0,1
Ugam,Data Engineer,1,Pune,58222.83,0,1
D.A.T.A.,Data Analyst,1,Pune,67768.08,1,0
Parexel,Data Scientist,1,Hyderabad,166612.67,0,1
Analyticscosm Machine Learning,Machine Learning,1,Pune,14681.0,0,1
Kisan Forum,Data Analyst,1,Pune,128193.17,1,0
Brillio,Data Engineer,6,Bangalore,42866.08,0,1
McKinsey & Company,Data Scientist,2,New Delhi,151699.5,0,1
i4u Labs,Data Scientist,1,Bangalore,241282.2525,0,1
Masthead Technologies,Data Analyst,3,New Delhi,10749.0,0,1
Mosaik Analytics Solutions,Data Analyst,1,Mumbai,16940.0,0,1
Rebel Foods (Formerly Faasos),Data Scientist,1,Mumbai,107488.25,0,1
Extend Future,Machine Learning,1,Pune,15539.58,0,1
Argus System,Data Scientist,1,Pune,132707.17,1,0
Aventior,Data Science,1,Pune,14217.0,0,1
DONE by NONE,Machine Learning,1,Bangalore,66666.67,0,1
Vasta Global,Data Analyst,2,Mumbai,29580.0,0,1
Vereigen Media,Data Analyst,1,Pune,26872.0,0,1
iSchoolConnect,Machine Learning,2,Mumbai,111287.08,0,1
Navriti Technologies,Data Scientist,1,Bangalore,21813.0,0,1
Intel Corporation,Data Scientist,1,Mumbai,241282.2525,1,0
Bshshs,Data Engineer,1,Pune,68136.0,0,1
Ascentrik Research Services,Data Scientist,1,Pune,10705.0,0,1
Teleperformance,Data Analyst,4,New Delhi,54542.5,0,1
TVS Motor Company,Data Scientist,1,Bangalore,240600.0,1,0
Walmart Global Tech,Data Analyst,4,Bangalore,120609.33,0,1
OYO,Data Analyst,15,New Delhi,50085.75,0,1
Birlasoft,Data Scientist,1,New Delhi,66666.67,0,1
Deloitte,Data Scientist,4,New Delhi,106295.5,0,1
Fiverr Inc.,Data Scientist,1,Bangalore,30419.0,0,1
Fractal,Data Engineer,1,Bangalore,44500.0,0,1
Genpact,Data Scientist,3,Hyderabad,54431.17,0,1
Tata Consultancy Services,Data Analyst,48,Bangalore,40308.08,0,1
Rajuri Steels,Data Analyst,1,Mumbai,88898.67,1,0
myPaisaa,Data Analyst,1,Hyderabad,15073.0,0,1
Bank of America,Data Engineer,2,Mumbai,77374.0,0,1
DuPont,Data Scientist,1,Hyderabad,135746.0,0,1
Amazon,Data Analyst,44,Bangalore,55884.17,0,1
IIM Kozhikkode,Data Analyst,1,Pune,63725.17,0,1
Citi,Data Analyst,6,Mumbai,110228.08,0,1
Careerera,Data Scientist,1,Bangalore,241282.2525,1,0
iNeuron,Machine Learning,1,Bangalore,41972.25,0,1
Wells Fargo,Data Analyst,5,Bangalore,79656.5,0,1
Virtual Employee,Data Scientist,1,Bangalore,22000.0,0,1
Aera Technology,Data Scientist,4,Pune,135217.67,0,1
Innominds Software,Data Scientist,10,Hyderabad,61951.92,0,1
WNS,Data Scientist,1,Mumbai,16939.58,0,1
Barclays,Data Analyst,3,Mumbai,86671.17,0,1
Microsoft,Data Scientist,3,Hyderabad,53351.0,0,1
First Student,Data Scientist,6,Hyderabad,53365.0,0,1
Apisero,Data Scientist,2,Bangalore,79166.67,0,1
Innovative Business Solutions,Data Scientist,2,New Delhi,68492.0,0,1
Google,Data Scientist,1,Hyderabad,217982.75,1,0
Netcore Solutions,Data Scientist,1,Mumbai,42420.58,0,1
HCL,Data Scientist,1,Bangalore,88516.5,1,0
KPIT Technologies,Data Analyst,1,Pune,119060.33,1,0
Turtlemint,Data Engineer,2,Pune,106455.83,0,1
KPMG,Data Scientist,1,Bangalore,135197.0,0,1
Zensar Technologies,Data Scientist,7,Pune,71246.42,0,1
Clairvoyant,Data Engineer,3,Pune,46933.0,0,1
Target,Data Engineer,14,Bangalore,99883.58,0,1
Piramal Enterprises,Data Scientist,1,Bangalore,119166.67,0,1
SG Analytics,Data Analyst,3,Pune,69787.42,0,1
American Airlines,Data Analyst,1,Hyderabad,25183.0,0,1
Inshorts,Data Scientist,3,New Delhi,169396.08,0,1
Defence Research & Development Organisation,Data Scientist,1,Hyderabad,44786.75,0,1
Walmart Global Tech,Data Engineer,1,Bangalore,241282.2525,1,0
Larsen & Toubro,Data Engineer,1,Hyderabad,68492.0,0,1
Talent Zone Consultants,Data Scientist,1,Bangalore,20072.58,0,1
IVYTEL Technologies,Data Scientist,2,Bangalore,41399.83,0,1
DONE by NONE,Machine Learning,1,Mumbai,51294.25,1,0
Tata Elxsi,Machine Learning,1,Pune,36046.58,0,1
LTI,Data Scientist,1,Mumbai,127059.92,1,0
RapidQuest Solutions,Machine Learning,1,Pune,30564.67,1,0
Square Panda,Data Scientist,2,Mumbai,56393.33,0,1
Quadridge Technologies,Machine Learning,1,Pune,41648.0,0,1
Tyson Foods,Data Scientist,2,Bangalore,152129.08,0,1
AscentHR Services,Data Scientist,1,Bangalore,29519.75,0,1
USEReady,Senior Data Scientist,1,Pune,125407.58,0,1
BITS,Machine Learning,1,Hyderabad,61316.33,0,1
Infogain,Data Scientist,1,New Delhi,40000.0,0,1
Imarticus Learning,Machine Learning,1,Bangalore,38160.92,1,0
Mastercard,Data Engineer,2,Pune,124944.83,0,1
BRIDGEi2i,Data Analyst,24,Bangalore,44541.83,0,1
Cognizant Technology Solutions,Data Engineer,8,Bangalore,47288.17,0,1
Anheuser-Busch InBev,Data Scientist,25,Bangalore,137226.75,0,1
TCS,Data Scientist,1,New Delhi,177242.08,1,0
Maven Wave Partners,Data Engineer,2,New Delhi,114772.25,0,1
Jai Raj Ispat,Data Analyst,1,Hyderabad,5647.0,0,1
Decision Point,Data Analyst,7,New Delhi,51369.0,0,1
Wisteli,Machine Learning,1,New Delhi,30000.0,0,1
CARS24.com,Data Scientist,6,New Delhi,90040.25,0,1
Cube26,Data Scientist,2,New Delhi,85712.17,0,1
KPMG,Data Scientist,1,Bangalore,19246.0,0,1
Kantar Analytics Practice,Data Analyst,6,Bangalore,29877.25,0,1
Concirrus,Data Engineer,1,New Delhi,51668.92,0,1
Maharshi,Data Scientist,1,Bangalore,65250.17,0,1
Indiacom,Data Analyst,2,Pune,30014.0,0,1
Volvo Group,Data Scientist,1,Bangalore,100000.0,0,1
NTT DATA,Data Scientist,3,Hyderabad,47054.5,0,1
Greenlight Planet,Data Analyst,1,Mumbai,79992.58,0,1
Visa Inc.,Data Scientist,3,Bangalore,27000.0,0,1
Eaton,Data Science,1,Pune,53527.0,0,1
GlobalData,Data Scientist,1,Hyderabad,70215.67,0,1
AppsTek,Data Scientist,2,Hyderabad,60472.0,0,1
LTI,Data Engineer,16,Pune,43544.92,0,1
Honeywell,Data Analyst,5,Bangalore,87500.0,0,1
Google,Data Engineer,2,New Delhi,61376.25,0,1
PwC,Data Analyst,1,Bangalore,163393.33,1,0
HP Inc.,Data Engineer,1,Pune,108333.33,0,1
Virtusa,Data Engineer,3,Hyderabad,100733.42,0,1
Jio,Data Engineer,9,Mumbai,44177.33,0,1
CAMP Systems,Data Analyst,9,Hyderabad,29013.0,0,1
Epsilon,Data Scientist,1,Bangalore,241282.2525,1,0
2COMS,Machine Learning,1,Bangalore,17466.83,0,1
AntWorks,Data Scientist,4,Bangalore,99577.08,0,1
Mercedes-Benz Research and Development India,Data Scientist,2,Bangalore,241282.2525,1,0
Dell Technologies,Data Engineer,1,Bangalore,215026.42,1,0
Oracle,Data Engineer,2,Bangalore,96988.92,0,1
Agricx,Machine Learning,1,Bangalore,72772.75,0,1
TomTom,Data Scientist,1,Pune,51374.33,0,1
Cvedia,Machine Learning,1,Bangalore,232891.25,0,1
T-Systems,Data Scientist,1,Pune,241282.2525,1,0
Purplle.com,Data Engineer,1,Mumbai,167889.0,0,1
Saksham Innovations,Data Analyst,1,Hyderabad,13000.0,0,1
FarmGuide,Data Scientist,2,New Delhi,87315.17,0,1
Emage Vision,Machine Learning,1,Bangalore,26228.25,0,1
SmartCow,Machine Learning,1,Hyderabad,208333.33,0,1
People Tech Group,Data Engineer,1,Hyderabad,84841.25,0,1
First Student,Data Analyst,3,Pune,33632.5,0,1
Viajes,Data Scientist,1,Pune,162607.92,1,0
Aegis,Data Scientist,1,Bangalore,30018.33,0,1
Enquero,Data Engineer,5,Hyderabad,104119.5,0,1
mroads,Machine Learning,1,Hyderabad,186665.75,0,1
Zipgigz,Machine Learning,1,Mumbai,8145.0,0,1
Decimal Technologies,Data Scientist,2,New Delhi,85950.67,0,1
GigIndia,Data Analyst,1,Hyderabad,186475.0,0,1
Sigmoid Analytics,Data Scientist,1,Bangalore,100326.08,0,1
ICS Consultancy,Machine Learning,1,Hyderabad,156753.75,0,1
Wipro Technologies,Senior Data Scientist,2,Pune,181876.33,0,1
Microsoft,Data Scientist,1,Mumbai,45172.0,0,1
Novartis,Data Analyst,1,Mumbai,52060.0,0,1
Hornbill Softech,Machine Learning,1,Bangalore,38687.17,0,1
PwC,Data Scientist,3,Mumbai,120819.25,0,1
Cipla,Data Engineer,1,Mumbai,90666.67,0,1
Genpact,Data Analyst,3,Hyderabad,28232.67,0,1
Sigmoid,Data Engineer,2,Bangalore,56373.0,0,1
Hewlett Packard Enterprise | HPE,Data Engineer,11,Bangalore,47388.0,0,1
Innoplexus,Data Science,2,Pune,30693.0,0,1
Oasis HR Corporate Solutions,Data Scientist,1,Pune,71246.42,0,1
IEEE Student Branch VIT Pune,Data Scientist,1,Pune,26763.42,0,1
Orbit Technologies,Data Analyst,1,Hyderabad,901.17,0,1
Morgan Stanley,Data Scientist,2,Bangalore,108269.83,0,1
YU & I India Enterprises,Machine Learning,1,Mumbai,20548.0,0,1
Info Edge,Data Analyst,2,New Delhi,50672.92,0,1
GCC services,Data Scientist,1,Bangalore,103101.25,0,1
DXC Technology,Data Analyst,2,Mumbai,60951.5,0,1
John Deere,Data Engineer,1,Pune,94108.92,0,1
Ajeenkya DY Patil University,Data Scientist,1,Pune,34566.17,0,1
Michelin,Data Scientist,6,Pune,95503.58,0,1
Metteyya Analytics,Data Scientist,1,Bangalore,120981.5,0,1
SupplyCopia,Data Analyst,3,New Delhi,22954.42,0,1
Blue Sky Analytics,Data Scientist,1,New Delhi,108602.42,1,0
LendingKart,Data Engineer,2,Bangalore,81107.75,0,1
Optum,Data Analyst,17,New Delhi,80000.0,0,1
CAMP Systems,Data Analyst,2,Hyderabad,79838.5,1,0
IFS India Mercantile,Data Scientist,1,Pune,50833.33,0,1
Deutsche Bank,Data Scientist,1,Bangalore,241282.2525,1,0
54y4,Machine Learning,1,Hyderabad,100000.0,0,1
Competent Software,Data Analyst,6,New Delhi,15449.0,0,1
akash jha,Data Engineer,1,Pune,83639.33,0,1
Cerulean Information Technology,Data Scientist,1,Bangalore,85623.83,0,1
DivIHN Integration,Data Engineer,1,Pune,176806.08,1,0
J.P. Morgan,Data Engineer,1,New Delhi,101809.5,0,1
Freelancer,Data Analyst,2,Hyderabad,23871.0,0,1
Tata Consultancy Services (North America),Data Scientist,3,New Delhi,59388.83,0,1
Google,Data Engineer,2,Bangalore,87030.42,0,1
Wall & Associates,Data Engineer,1,Hyderabad,195960.42,1,0
Rapido,Data Analyst,8,Bangalore,65917.58,0,1
iOPEX Technologies,Data Scientist,1,Bangalore,62500.0,0,1
Clover Infotech,Data Scientist,1,Mumbai,54662.75,0,1
Prescience,Data Scientist,2,Bangalore,119776.5,0,1
NTT DATA,Data Engineer,1,Hyderabad,10287.92,0,1
diwo,Data Scientist,2,Hyderabad,66042.17,0,1
DONE by NONE,Data Scientist,1,Mumbai,106209.0,0,1
Amazon,Data Analyst,4,Pune,28793.83,0,1
iQuanti,Machine Learning,1,Bangalore,40293.0,0,1
Real Time Signals,Data Scientist,1,Bangalore,28720.67,0,1
Infosys,Data Analyst,14,Hyderabad,41272.08,0,1
MindBowser Info Solutions,Data Scientist,2,Pune,23659.5,0,1
Apple,Data Scientist,2,Bangalore,71447.5,0,1
Fractal Senior,Data Engineer,1,Mumbai,241282.2525,1,0
Bharat Heavy Electricals,Data Scientist,1,New Delhi,142062.42,0,1
Emcure Pharmaceuticals,Data Analyst,2,Pune,37616.0,0,1
udaan.com,Data Analyst,2,Bangalore,114111.75,1,0
Intelegencia,Data Engineer,3,New Delhi,72532.75,0,1
Zomato,Data Engineer,1,New Delhi,241282.2525,1,0
BlackRock,Data Analyst,4,New Delhi,57577.0,0,1
MIT World Peace University,Data Scientist,1,Pune,10000.0,0,1
Yukthi Datasoft,Data Analyst,2,Bangalore,17879.0,0,1
Innoviti,Data Scientist,1,Bangalore,22495.0,0,1
HiLabs (MD),Data Scientist,2,Pune,162887.5,0,1
CGI Digital,Data Engineer,1,Bangalore,54652.83,0,1
First Student,Data Scientist,1,Hyderabad,176269.92,1,0
PeopleStrong Technologies,Machine Learning,1,New Delhi,241282.2525,1,0
Sravathi Advance Process Technologies,Data Scientist,1,Bangalore,30418.0,0,1
Meals on Wheels America,Data Scientist,1,Pune,20550.0,0,1
CoRover,Data Scientist,1,Bangalore,11142.0,0,1
Amdocs,Data Engineer,3,Pune,41666.67,0,1
AgEye Technologies,Data Scientist,1,Bangalore,137216.25,1,0
Srijan Technologies,Data Scientist,1,Bangalore,85766.67,0,1
upGrad,Data Scientist,3,Bangalore,107053.58,0,1
Hewlett-Packard,Data Scientist,1,Bangalore,183678.5,0,1
Diverse Lynx,Data Analyst,1,Pune,89573.58,0,1
Sourav Besra,Data Scientist,1,Bangalore,10000.0,0,1
Tata Consultancy Services,Data Engineer,1,Hyderabad,29428.67,0,1
Philips,Data Scientist,9,Bangalore,128464.33,0,1
UnitedHealth Group,Data Scientist,1,Bangalore,27090.0,0,1
KoiReader Technologies,Machine Learning,1,Bangalore,41929.67,0,1
iSchoolConnect,Machine Learning,1,Mumbai,94726.42,0,1
Utopus Insights,Data Scientist,2,Bangalore,96920.42,0,1
Baker Hughes,Data Scientist,4,Bangalore,134395.33,0,1
ExxonMobil,Data Analyst,6,Bangalore,91050.75,0,1
Mintifi,Data Analyst,2,Mumbai,16940.0,0,1
Wipro,Data Engineer,3,Pune,39288.58,0,1
PwC,Data Analyst,2,New Delhi,58476.92,0,1
HCL Technologies,Data Analyst,1,Hyderabad,67667.42,1,0
CapFront Technologies,Data Analyst,1,Bangalore,76341.08,1,0
Locus,Data Scientist,2,Bangalore,206076.67,0,1
Darshan Soft-Tech,Data Scientist,1,Bangalore,25580.67,0,1
VIT Infotech,Data Scientist,1,Bangalore,205426.25,1,0
STUDY Monitor Tech,Data Analyst,1,Hyderabad,19342.08,0,1
AppZen,Data Analyst,2,Pune,24414.0,0,1
Netcore Solutions,Data Engineer,1,Mumbai,241282.2525,1,0
Atlassian,Data Scientist,1,Bangalore,183333.33,0,1
Microsoft,Machine Learning,1,Bangalore,51799.0,0,1
IBM,Data Analyst,2,Mumbai,83190.75,0,1
Empower Retirement,Data Analyst,3,Bangalore,92355.33,0,1
Cognizant,Data Scientist,1,Bangalore,27132.0,0,1
Axtria,Data Analyst,20,New Delhi,55840.75,0,1
Techolution,Machine Learning,3,Hyderabad,38697.67,0,1
Virtusa,Data Scientist,1,Hyderabad,75756.5,1,0
DBS Bank,Data Analyst,1,Hyderabad,241282.2525,1,0
3K Technologies,Data Scientist,2,Bangalore,66509.67,0,1
SelfEmployed.com,Data Scientist,1,Bangalore,151322.42,1,0
Comviva,Data Scientist,3,Bangalore,75000.0,0,1
Cummins,Data Analyst,1,Pune,65207.0,0,1
FDS,Data Engineer,1,New Delhi,100000.0,0,1
Jocata,Machine Learning,1,Hyderabad,58575.67,0,1
DataKare Solutions,Data Engineer,1,Hyderabad,32628.33,0,1
Schlumberger,Data Engineer,6,Pune,56038.75,0,1
Tata Consultancy Services,Junior Data Scientist,1,Pune,56000.0,0,1
PayU,Data Scientist,2,Bangalore,168244.83,0,1
First Student,Data Scientist,1,Bangalore,56274.0,0,1
Jio,Data Scientist,10,Mumbai,86453.42,0,1
Dell Technologies,Data Analyst,14,Bangalore,50160.33,0,1
Enquero,Data Scientist,1,Bangalore,123409.0,0,1
Wells Fargo,Data Engineer,1,Hyderabad,77494.25,0,1
Datamatics Global Services,Data Analyst,2,Bangalore,122705.42,0,1
FlyNava Technologies,Data Scientist,6,Bangalore,49928.0,0,1
Accentue,Data Scientist,2,Bangalore,109950.08,0,1
Ultramatics,Data Scientist,1,Bangalore,17842.25,0,1
XYZ,Data Engineer,1,Pune,50000.0,0,1
CloudPrisma,Data Engineer,1,New Delhi,30147.0,0,1
Hexaware Technologies,Data Engineer,1,New Delhi,61316.0,0,1
WhiteHat Jr,Machine Learning,1,Mumbai,112796.08,0,1
Directi,Data Scientist,1,Mumbai,129496.42,0,1
Infosys,Data Scientist,3,New Delhi,68777.17,0,1
PolicyBazaar,Data Analyst,4,New Delhi,45920.58,0,1
R.S. Agarwal & Associates,Data Scientist,1,Bangalore,56237.0,0,1
Josh Technology Group,Data Engineer,1,New Delhi,60180.08,0,1
Directi,Data Scientist,1,Mumbai,241282.2525,1,0
Couture AI,Data Scientist,1,Bangalore,175000.0,0,1
Annalect,Data Analyst,2,New Delhi,46928.0,0,1
Fynd,Machine Learning,2,Mumbai,84344.0,0,1
Rubixe,Data Scientist,1,Bangalore,30953.0,0,1
Synechron,Data Engineer,1,Pune,181331.75,0,1
Texas Instruments,Data Scientist,1,Bangalore,98073.33,0,1
Westinghouse Rail Systems,Machine Learning,1,Mumbai,88131.25,0,1
Autodesk,Data Scientist,1,Bangalore,155666.67,0,1
Muoro,Data Engineer,1,Mumbai,80391.0,0,1
EMPLOYERS,Data Scientist,1,Bangalore,103178.17,0,1
Raja Software Labs,Data Scientist,1,Bangalore,138139.92,1,0
Fresher,Machine Learning,1,New Delhi,18088.0,0,1
Steinn Labs,Machine Learning,1,Pune,73906.08,0,1
Pucho,Machine Learning,1,Bangalore,118558.42,0,1
Google,Data Analyst,6,Bangalore,76453.0,0,1
Ascent Health & Wellness Solutions,Data Engineer,1,Mumbai,26872.08,0,1
LatentView Analytics,Data Analyst,1,Mumbai,73075.75,0,1
IQVIA,Data Scientist,3,Bangalore,74926.92,0,1
Eedge.ai,Machine Learning,1,New Delhi,5024.0,0,1
Goo-Goo Express Wash,Data Scientist,1,Bangalore,28118.5,0,1
Sabre,Data Scientist,1,Bangalore,215134.42,0,1
Ong & Shan,Data Scientist,2,Bangalore,32284.33,0,1
91springboard,Machine Learning,1,New Delhi,62500.0,0,1
Ascentia.ai Solutions,Machine Learning,1,Hyderabad,66703.83,1,0
DONE by NONE,Machine Learning,1,Hyderabad,38178.58,0,1
Lymbyc,Machine Learning,1,Bangalore,179147.08,0,1
Zealeers Technologies,Data Scientist,1,Bangalore,80290.17,0,1
Altius Equipments,Machine Learning,1,Hyderabad,82332.42,1,0
Intangles,Machine Learning,1,Pune,5241.0,0,1
Law In Order,Data Analyst,1,Hyderabad,40308.08,0,1
Anheuser-Busch InBev,Data Analyst,4,Bangalore,125530.08,0,1
GetupForChange Services,Data Scientist,1,Bangalore,131802.58,1,0
Sciffer Analytics,Machine Learning,1,Pune,8000.0,0,1
Cartesian Consulting,Data Analyst,10,Mumbai,44231.75,0,1
Rajeev Kaul CPA PC,Data Engineer,1,Pune,44786.75,0,1
Qualcomm,Data Scientist,1,Bangalore,128464.0,0,1
Kubric,Data Scientist,1,Bangalore,241282.2525,1,0
Lumiq (India),Data Engineer,2,Mumbai,66321.5,0,1
Mechademy Engineering Solutions,Machine Learning,1,Mumbai,62454.75,0,1
SymphonyAI,Data Scientist,2,Bangalore,170066.42,0,1
TCS,Data Scientist,1,Bangalore,241282.2525,1,0
Fractal,Data Analyst,5,Bangalore,44786.75,0,1
Interactions,Machine Learning,1,Bangalore,241282.2525,1,0
Willis Towers Watson,Data Analyst,2,New Delhi,49857.0,0,1
Hashworks,Data Engineer,1,Bangalore,37987.0,0,1
Software Data (India),Data Engineer,1,New Delhi,42420.58,0,1
FOKAL,Data Scientist,2,Bangalore,90446.83,0,1
Sparks,Data Analyst,1,Mumbai,12432.0,0,1
Fresher,Data Engineer,1,Mumbai,73830.33,1,0
ITC Infotech,Data Engineer,3,Bangalore,94176.58,0,1
SAP,Data Engineer,2,Bangalore,147024.17,0,1
AXA XL,Data Analyst,8,New Delhi,60934.42,0,1
Neustar,Data Engineer,5,Bangalore,80229.58,0,1
Harish Hathiwala,Data Analyst,1,Hyderabad,30658.17,0,1
Dun & Bradstreet,Data Scientist,2,Bangalore,15169.0,0,1
YES,Data Analyst,2,Hyderabad,17496.0,0,1
LTI,Data Analyst,3,Mumbai,30794.25,0,1
EasyRewardz,Data Analyst,5,New Delhi,40353.17,0,1
Vidooly Media Tech,Data Scientist,6,New Delhi,35032.0,0,1
Dataflix,Data Engineer,1,Hyderabad,30146.5,0,1
Amdocs,Data Scientist,3,Pune,59877.83,0,1
Fidelity Investments,Data Scientist,9,Bangalore,178625.08,0,1
STMicroelectronics,Data Engineer,1,New Delhi,31235.83,0,1
Cogoport,Data Engineer,1,Mumbai,241282.2525,1,0
First Student,Machine Learning,1,Hyderabad,241282.2525,1,0
Astegic,Data Analyst,1,Hyderabad,94568.67,0,1
Fresher,Data Analyst,6,New Delhi,25200.0,0,1
GreenPoint Global,Data Analyst,2,Mumbai,15449.0,0,1
GrayMatter Software Services,Data Scientist,1,Bangalore,177676.83,1,0
Blackhawk Network,Data Scientist,1,Bangalore,133333.33,0,1
Infosys,Data Analyst,28,Pune,44848.67,0,1
Simple Intelligence,Machine Learning,1,Bangalore,100733.0,0,1
Helpshift,Data Scientist,1,Pune,68088.0,0,1
Robert Bosch Engineering and Business Solutions,Machine Learning,1,Bangalore,71535.75,0,1
Snowflake,Data Engineer,1,Pune,30000.0,0,1
HSBC,Data Analyst,3,Bangalore,196458.17,1,0
Tvarit,Machine Learning,1,Mumbai,108697.5,1,0
Beam Suntory,Data Engineer,1,New Delhi,123202.08,0,1
20K Group,Machine Learning,1,Bangalore,1802.33,0,1
Customer Centria,Data Scientist,1,Bangalore,37022.67,0,1
VotaryTech,Data Analyst,1,Hyderabad,19759.75,0,1
Happiest Minds Technologies,Data Engineer,2,Bangalore,106414.83,0,1
ANZ Bank,Data Scientist,4,Bangalore,126024.75,0,1
Unilever,Data Analyst,1,Bangalore,211050.58,1,0
Rajat Basak,Data Scientist,1,Bangalore,41802.5,0,1
Menukuri chakradhar reddy,Data Analyst,1,Hyderabad,31821.33,0,1
Unisys,Data Scientist,2,Bangalore,92058.67,0,1
Forec Software Solutions,Data Scientist,1,Bangalore,139590.25,1,0
Wipro Technologies,Machine Learning,1,Pune,241282.2525,1,0
Tata Health,Data Scientist,1,Bangalore,93728.33,0,1
Fiserv,Data Analyst,6,New Delhi,110341.25,0,1
Capgemini,Data Analyst,9,Hyderabad,31473.83,0,1
Robert Bosch India,Machine Learning,1,Bangalore,75766.67,0,1
IBM,Data Engineer,1,Hyderabad,10000.0,0,1
TransUnion,Data Engineer,1,Pune,134311.25,0,1
Analytics India Magazine,Data Scientist,1,Bangalore,133817.0,0,1
Raju Tech,Data Scientist,1,Bangalore,50000.0,0,1
IBM,Data Analyst,1,Pune,83944.5,0,1
Diageo,Data Scientist,1,Bangalore,138264.58,0,1
Payzello,Machine Learning,1,Hyderabad,25043.0,0,1
Netcore Solutions,Data Engineer,1,Mumbai,134360.33,0,1
Amazon,Machine Learning,1,New Delhi,27453.25,0,1
Nexus Software System Junior,Machine Learning,1,Pune,37500.0,0,1
Synechron,Data Scientist,1,Mumbai,200000.0,0,1
Mindtree,Data Engineer,13,Bangalore,37683.17,0,1
BitLogic Software,Data Scientist,1,Bangalore,33333.33,0,1
Amity University,Data Scientist,2,New Delhi,88275.42,0,1
Optum Global Solutions,Data Scientist,2,Hyderabad,64908.5,0,1
Evolent Health,Data Analyst,4,Pune,83773.08,0,1
Sciffer Analytics,Data Science,1,Pune,5353.0,0,1
Vodafone Idea,Data Scientist,1,New Delhi,44786.75,0,1
Savit Interactive,Data Engineer,1,Bangalore,213246.42,0,1
AI Touch,Data Engineer,1,New Delhi,15135.0,0,1
Smith & Nephew,Data Engineer,1,Pune,188875.17,0,1
Accentue,Data Analyst,4,Bangalore,63641.33,0,1
BNY Mellon,Data Science,1,Pune,61394.0,0,1
HSB Group,Data Engineer,1,Hyderabad,42985.75,0,1
McKinsey Knowledge Center,Data Engineer,1,New Delhi,138825.92,0,1
Avian Acquisition,Data Scientist,1,Bangalore,115974.75,0,1
Zeta Global,Data Analyst,5,Hyderabad,31862.58,0,1
Continual Engine,Machine Learning,1,Bangalore,84841.25,0,1
Chatous,Data Analyst,4,New Delhi,27726.0,0,1
Yes Marketing,Data Scientist,1,Mumbai,31079.0,0,1
